Nos.,order_id,Item,Price,City,Quantity,Bill Amount,State of Delivery,Year
3592,302,Product 263,91,Bhatkal,9,819,Karnataka,2017
3593,302,Product 212,259,Bhatkal,5,1295,Karnataka,2017
3594,302,Product 375,293,Bhatkal,2,586,Karnataka,2017
3595,302,Product 75,259,Bhatkal,1,259,Karnataka,2017
3596,302,Product 280,73,Bhatkal,4,292,Karnataka,2017
3597,302,Product 111,231,Bhatkal,6,1386,Karnataka,2017
3598,302,Product 18,285,Bhatkal,9,2565,Karnataka,2017
3599,302,Product 183,212,Bhatkal,4,848,Karnataka,2017
3600,302,Product 493,137,Bhatkal,4,548,Karnataka,2017
3601,303,Product 112,108,Bhiwadi,2,216,Rajasthan,2017
3602,303,Product 250,150,Bhiwadi,6,900,Rajasthan,2017
3603,303,Product 259,144,Bhiwadi,8,1152,Rajasthan,2017
3604,303,Product 219,203,Bhiwadi,1,203,Rajasthan,2017
3605,303,Product 48,214,Bhiwadi,1,214,Rajasthan,2017
3606,303,Product 87,134,Bhiwadi,3,402,Rajasthan,2017
3607,303,Product 424,68,Bhiwadi,1,68,Rajasthan,2017
3608,303,Product 489,179,Bhiwadi,10,1790,Rajasthan,2017
3609,303,Product 68,279,Bhiwadi,2,558,Rajasthan,2017
3610,303,Product 372,91,Bhiwadi,10,910,Rajasthan,2017
3611,303,Product 200,155,Bhiwadi,2,310,Rajasthan,2017
3612,304,Product 2,263,RAJAHMUDRY,3,789,Andhra Pradesh,2017
3613,304,Product 464,154,RAJAHMUDRY,1,154,Andhra Pradesh,2017
3614,304,Product 215,150,RAJAHMUDRY,5,750,Andhra Pradesh,2017
3615,304,Product 215,150,RAJAHMUDRY,8,1200,Andhra Pradesh,2017
3616,304,Product 321,282,RAJAHMUDRY,4,1128,Andhra Pradesh,2017
3617,304,Product 157,244,RAJAHMUDRY,6,1464,Andhra Pradesh,2017
3618,304,Product 460,76,RAJAHMUDRY,4,304,Andhra Pradesh,2017
3619,304,Product 36,214,RAJAHMUDRY,7,1498,Andhra Pradesh,2017
3620,305,Product 460,76,VIJAYAWADA,10,760,Andhra Pradesh,2017
3621,305,Product 458,73,VIJAYAWADA,9,657,Andhra Pradesh,2017
3622,305,Product 193,145,VIJAYAWADA,1,145,Andhra Pradesh,2017
3623,305,Product 288,252,VIJAYAWADA,3,756,Andhra Pradesh,2017
3624,305,Product 8,88,VIJAYAWADA,8,704,Andhra Pradesh,2017
3625,305,Product 76,190,VIJAYAWADA,6,1140,Andhra Pradesh,2017
3626,305,Product 210,206,VIJAYAWADA,3,618,Andhra Pradesh,2017
3627,305,Product 298,153,VIJAYAWADA,7,1071,Andhra Pradesh,2017
3628,305,Product 14,256,VIJAYAWADA,8,2048,Andhra Pradesh,2017
3629,305,Product 256,260,VIJAYAWADA,10,2600,Andhra Pradesh,2017
3630,305,Product 370,74,VIJAYAWADA,9,666,Andhra Pradesh,2017
3631,305,Product 410,254,VIJAYAWADA,10,2540,Andhra Pradesh,2017
3632,305,Product 400,248,VIJAYAWADA,4,992,Andhra Pradesh,2017
3633,306,Product 52,295,Mednapur,9,2655,Andhra Pradesh,2017
3634,306,Product 382,103,Mednapur,5,515,Andhra Pradesh,2017
3635,306,Product 190,128,Mednapur,9,1152,Andhra Pradesh,2017
3636,306,Product 494,50,Mednapur,7,350,Andhra Pradesh,2017
3637,306,Product 7,147,Mednapur,7,1029,Andhra Pradesh,2017
3638,306,Product 105,200,Mednapur,4,800,Andhra Pradesh,2017
3639,306,Product 117,52,Mednapur,8,416,Andhra Pradesh,2017
3640,306,Product 67,55,Mednapur,4,220,Andhra Pradesh,2017
3641,306,Product 131,85,Mednapur,2,170,Andhra Pradesh,2017
3642,306,Product 377,119,Mednapur,5,595,Andhra Pradesh,2017
3643,306,Product 253,98,Mednapur,10,980,Andhra Pradesh,2017
3644,306,Product 432,120,Mednapur,10,1200,Andhra Pradesh,2017
3645,306,Product 81,234,Mednapur,5,1170,Andhra Pradesh,2017
3646,306,Product 133,276,Mednapur,9,2484,Andhra Pradesh,2017
3647,306,Product 18,285,Mednapur,8,2280,Andhra Pradesh,2017
3648,306,Product 274,74,Mednapur,8,592,Andhra Pradesh,2017
3649,306,Product 3,140,Mednapur,3,420,Andhra Pradesh,2017
3650,307,Product 407,252,Bhadrak,2,504,Odhisha,2017
3651,307,Product 375,293,Bhadrak,9,2637,Odhisha,2017
3652,307,Product 104,202,Bhadrak,4,808,Odhisha,2017
3653,307,Product 21,298,Bhadrak,1,298,Odhisha,2017
3654,307,Product 307,202,Bhadrak,4,808,Odhisha,2017
3655,307,Product 125,65,Bhadrak,10,650,Odhisha,2017
3656,307,Product 360,233,Bhadrak,4,932,Odhisha,2017
3657,307,Product 238,153,Bhadrak,1,153,Odhisha,2017
3658,307,Product 200,155,Bhadrak,5,775,Odhisha,2017
3659,307,Product 466,180,Bhadrak,7,1260,Odhisha,2017
3660,307,Product 251,210,Bhadrak,1,210,Odhisha,2017
3661,307,Product 72,219,Bhadrak,5,1095,Odhisha,2017
3662,307,Product 113,280,Bhadrak,5,1400,Odhisha,2017
3663,307,Product 438,288,Bhadrak,6,1728,Odhisha,2017
3664,307,Product 430,296,Bhadrak,10,2960,Odhisha,2017
3665,307,Product 62,180,Bhadrak,5,900,Odhisha,2017
3666,307,Product 286,160,Bhadrak,9,1440,Odhisha,2017
3667,307,Product 163,124,Bhadrak,8,992,Odhisha,2017
3668,307,Product 236,65,Bhadrak,7,455,Odhisha,2017
3669,307,Product 42,83,Bhadrak,6,498,Odhisha,2017
3670,308,Product 284,75,Jungadh,10,750,Gujarat,2017
3671,308,Product 479,68,Jungadh,1,68,Gujarat,2017
3672,308,Product 173,123,Jungadh,1,123,Gujarat,2017
3673,308,Product 357,87,Jungadh,6,522,Gujarat,2017
3674,308,Product 76,190,Jungadh,9,1710,Gujarat,2017
3675,308,Product 289,255,Jungadh,4,1020,Gujarat,2017
3676,308,Product 241,164,Jungadh,8,1312,Gujarat,2017
3677,308,Product 148,260,Jungadh,4,1040,Gujarat,2017
3678,308,Product 468,296,Jungadh,3,888,Gujarat,2017
3679,308,Product 173,123,Jungadh,10,1230,Gujarat,2017
3680,308,Product 382,103,Jungadh,10,1030,Gujarat,2017
3681,309,Product 287,114,DAVANGERE,1,114,Karnataka,2017
3682,309,Product 56,75,DAVANGERE,2,150,Karnataka,2017
3683,309,Product 48,214,DAVANGERE,2,428,Karnataka,2017
3684,309,Product 83,90,DAVANGERE,4,360,Karnataka,2017
3685,309,Product 228,140,DAVANGERE,8,1120,Karnataka,2017
3686,309,Product 223,215,DAVANGERE,9,1935,Karnataka,2017
3687,309,Product 267,217,DAVANGERE,9,1953,Karnataka,2017
3688,309,Product 313,163,DAVANGERE,8,1304,Karnataka,2017
3689,309,Product 88,145,DAVANGERE,2,290,Karnataka,2017
3690,309,Product 58,142,DAVANGERE,2,284,Karnataka,2017
3691,309,Product 337,126,DAVANGERE,8,1008,Karnataka,2017
3692,309,Product 96,296,DAVANGERE,3,888,Karnataka,2017
3693,309,Product 343,217,DAVANGERE,7,1519,Karnataka,2017
3694,309,Product 36,214,DAVANGERE,2,428,Karnataka,2017
3695,309,Product 466,180,DAVANGERE,8,1440,Karnataka,2017
3696,310,Product 218,192,Sanpada,4,768,Maharashtra,2017
3697,310,Product 228,140,Sanpada,6,840,Maharashtra,2017
3698,310,Product 376,90,Sanpada,10,900,Maharashtra,2017
3699,310,Product 88,145,Sanpada,2,290,Maharashtra,2017
3700,310,Product 417,80,Sanpada,4,320,Maharashtra,2017
3701,310,Product 232,242,Sanpada,10,2420,Maharashtra,2017
3702,310,Product 18,285,Sanpada,9,2565,Maharashtra,2017
3703,310,Product 213,71,Sanpada,7,497,Maharashtra,2017
3704,310,Product 335,230,Sanpada,6,1380,Maharashtra,2017
3705,310,Product 356,297,Sanpada,2,594,Maharashtra,2017
3706,310,Product 121,194,Sanpada,6,1164,Maharashtra,2017
3707,310,Product 401,222,Sanpada,3,666,Maharashtra,2017
3708,310,Product 180,264,Sanpada,10,2640,Maharashtra,2017
3709,310,Product 253,98,Sanpada,7,686,Maharashtra,2017
3710,310,Product 93,174,Sanpada,1,174,Maharashtra,2017
3711,310,Product 184,275,Sanpada,8,2200,Maharashtra,2017
3712,311,Product 180,264,MZKZRPURA VADODARA,5,1320,Gujarat,2017
3713,311,Product 168,212,MZKZRPURA VADODARA,2,424,Gujarat,2017
3714,311,Product 340,151,MZKZRPURA VADODARA,9,1359,Gujarat,2017
3715,311,Product 360,233,MZKZRPURA VADODARA,3,699,Gujarat,2017
3716,311,Product 312,145,MZKZRPURA VADODARA,10,1450,Gujarat,2017
3717,311,Product 185,292,MZKZRPURA VADODARA,3,876,Gujarat,2017
3718,311,Product 175,280,MZKZRPURA VADODARA,10,2800,Gujarat,2017
3719,311,Product 310,195,MZKZRPURA VADODARA,3,585,Gujarat,2017
3720,311,Product 256,260,MZKZRPURA VADODARA,10,2600,Gujarat,2017
3721,311,Product 60,121,MZKZRPURA VADODARA,10,1210,Gujarat,2017
3722,311,Product 485,271,MZKZRPURA VADODARA,4,1084,Gujarat,2017
3723,311,Product 312,145,MZKZRPURA VADODARA,10,1450,Gujarat,2017
3724,312,Product 449,157,Chapra,2,314,Bihar,2017
3725,312,Product 102,283,Chapra,5,1415,Bihar,2017
3726,312,Product 214,152,Chapra,1,152,Bihar,2017
3727,312,Product 383,188,Chapra,2,376,Bihar,2017
3728,312,Product 354,82,Chapra,5,410,Bihar,2017
3729,312,Product 179,270,Chapra,2,540,Bihar,2017
3730,312,Product 96,296,Chapra,8,2368,Bihar,2017
3731,312,Product 75,259,Chapra,1,259,Bihar,2017
3732,312,Product 201,150,Chapra,8,1200,Bihar,2017
3733,312,Product 142,195,Chapra,8,1560,Bihar,2017
3734,312,Product 341,294,Chapra,8,2352,Bihar,2017
3735,312,Product 124,179,Chapra,4,716,Bihar,2017
3736,313,Product 208,159,Ahmedanad,2,318,Gujarat,2017
3737,313,Product 361,127,Ahmedanad,5,635,Gujarat,2017
3738,313,Product 6,237,Ahmedanad,2,474,Gujarat,2017
3739,313,Product 241,164,Ahmedanad,9,1476,Gujarat,2017
3740,313,Product 35,50,Ahmedanad,8,400,Gujarat,2017
3741,313,Product 154,145,Ahmedanad,9,1305,Gujarat,2017
3742,313,Product 399,103,Ahmedanad,8,824,Gujarat,2017
3743,313,Product 112,108,Ahmedanad,4,432,Gujarat,2017
3744,313,Product 236,65,Ahmedanad,1,65,Gujarat,2017
3745,313,Product 103,76,Ahmedanad,9,684,Gujarat,2017
3746,314,Product 12,68,ponda,9,612,Goa,2017
3747,314,Product 127,179,ponda,9,1611,Goa,2017
3748,314,Product 377,119,ponda,8,952,Goa,2017
3749,314,Product 139,64,ponda,8,512,Goa,2017
3750,314,Product 129,65,ponda,5,325,Goa,2017
3751,314,Product 159,204,ponda,6,1224,Goa,2017
3752,314,Product 83,90,ponda,9,810,Goa,2017
3753,314,Product 30,204,ponda,2,408,Goa,2017
3754,314,Product 25,91,ponda,3,273,Goa,2017
3755,314,Product 173,123,ponda,4,492,Goa,2017
3756,314,Product 93,174,ponda,10,1740,Goa,2017
3757,315,Product 76,190,sangrur,9,1710,Punjab,2017
3758,315,Product 351,261,sangrur,4,1044,Punjab,2017
3759,315,Product 155,257,sangrur,2,514,Punjab,2017
3760,315,Product 220,94,sangrur,7,658,Punjab,2017
3761,315,Product 464,154,sangrur,7,1078,Punjab,2017
3762,315,Product 437,269,sangrur,7,1883,Punjab,2017
3763,315,Product 480,69,sangrur,2,138,Punjab,2017
3764,315,Product 100,220,sangrur,9,1980,Punjab,2017
3765,315,Product 36,214,sangrur,5,1070,Punjab,2017
3766,315,Product 38,297,sangrur,7,2079,Punjab,2017
3767,316,Product 363,266,Zuari Nagar (Mormugao),2,532,Goa,2017
3768,316,Product 179,270,Zuari Nagar (Mormugao),7,1890,Goa,2017
3769,316,Product 453,143,Zuari Nagar (Mormugao),9,1287,Goa,2017
3770,316,Product 197,158,Zuari Nagar (Mormugao),8,1264,Goa,2017
3771,316,Product 325,61,Zuari Nagar (Mormugao),10,610,Goa,2017
3772,316,Product 489,179,Zuari Nagar (Mormugao),6,1074,Goa,2017
3773,316,Product 234,232,Zuari Nagar (Mormugao),5,1160,Goa,2017
3774,316,Product 162,266,Zuari Nagar (Mormugao),2,532,Goa,2017
3775,316,Product 79,95,Zuari Nagar (Mormugao),2,190,Goa,2017
3776,316,Product 259,144,Zuari Nagar (Mormugao),9,1296,Goa,2017
3777,316,Product 255,66,Zuari Nagar (Mormugao),6,396,Goa,2017
3778,317,Product 467,211,hoshiarpur,9,1899,Punjab,2017
3779,317,Product 329,219,hoshiarpur,7,1533,Punjab,2017
3780,317,Product 244,181,hoshiarpur,6,1086,Punjab,2017
3781,317,Product 103,76,hoshiarpur,6,456,Punjab,2017
3782,317,Product 488,130,hoshiarpur,3,390,Punjab,2017
3783,317,Product 182,259,hoshiarpur,9,2331,Punjab,2017
3784,317,Product 112,108,hoshiarpur,6,648,Punjab,2017
3785,317,Product 156,287,hoshiarpur,4,1148,Punjab,2017
3786,317,Product 66,159,hoshiarpur,7,1113,Punjab,2017
3787,318,Product 170,114,malappyram,3,342,Kerela,2017
3788,318,Product 230,265,malappyram,10,2650,Kerela,2017
3789,318,Product 71,181,malappyram,4,724,Kerela,2017
3790,318,Product 287,114,malappyram,8,912,Kerela,2017
3791,318,Product 238,153,malappyram,5,765,Kerela,2017
3792,318,Product 483,270,malappyram,8,2160,Kerela,2017
3793,318,Product 451,83,malappyram,5,415,Kerela,2017
3794,318,Product 238,153,malappyram,10,1530,Kerela,2017
3795,318,Product 352,228,malappyram,6,1368,Kerela,2017
3796,318,Product 165,228,malappyram,9,2052,Kerela,2017
3797,318,Product 338,138,malappyram,10,1380,Kerela,2017
3798,318,Product 414,130,malappyram,10,1300,Kerela,2017
3799,318,Product 54,201,malappyram,1,201,Kerela,2017
3800,318,Product 489,179,malappyram,2,358,Kerela,2017
3801,318,Product 479,68,malappyram,1,68,Kerela,2017
3802,318,Product 239,170,malappyram,6,1020,Kerela,2017
3803,319,Product 486,105,Vijaypur,3,315,Uttarakhand,2017
3804,319,Product 257,122,Vijaypur,5,610,Uttarakhand,2017
3805,319,Product 51,136,Vijaypur,4,544,Uttarakhand,2017
3806,319,Product 428,218,Vijaypur,5,1090,Uttarakhand,2017
3807,319,Product 439,109,Vijaypur,1,109,Uttarakhand,2017
3808,319,Product 270,162,Vijaypur,9,1458,Uttarakhand,2017
3809,319,Product 151,280,Vijaypur,10,2800,Uttarakhand,2017
3810,319,Product 355,80,Vijaypur,2,160,Uttarakhand,2017
3811,319,Product 82,185,Vijaypur,8,1480,Uttarakhand,2017
3812,320,Product 120,171,Balsore,10,1710,Odhisha,2017
3813,320,Product 420,131,Balsore,1,131,Odhisha,2017
3814,320,Product 445,214,Balsore,9,1926,Odhisha,2017
3815,320,Product 421,104,Balsore,7,728,Odhisha,2017
3816,320,Product 267,217,Balsore,4,868,Odhisha,2017
3817,320,Product 222,174,Balsore,6,1044,Odhisha,2017
3818,320,Product 500,251,Balsore,4,1004,Odhisha,2017
3819,320,Product 120,171,Balsore,9,1539,Odhisha,2017
3820,320,Product 258,90,Balsore,10,900,Odhisha,2017
3821,321,Product 316,204,Puttaparthy,5,1020,Andhra Pradesh,2017
3822,321,Product 403,249,Puttaparthy,10,2490,Andhra Pradesh,2017
3823,321,Product 225,210,Puttaparthy,2,420,Andhra Pradesh,2017
3824,321,Product 129,65,Puttaparthy,3,195,Andhra Pradesh,2017
3825,321,Product 19,188,Puttaparthy,10,1880,Andhra Pradesh,2017
3826,321,Product 187,103,Puttaparthy,9,927,Andhra Pradesh,2017
3827,321,Product 40,62,Puttaparthy,1,62,Andhra Pradesh,2017
3828,321,Product 438,288,Puttaparthy,4,1152,Andhra Pradesh,2017
3829,321,Product 385,184,Puttaparthy,8,1472,Andhra Pradesh,2017
3830,321,Product 383,188,Puttaparthy,8,1504,Andhra Pradesh,2017
3831,321,Product 346,269,Puttaparthy,1,269,Andhra Pradesh,2017
3832,321,Product 227,180,Puttaparthy,3,540,Andhra Pradesh,2017
3833,321,Product 81,234,Puttaparthy,7,1638,Andhra Pradesh,2017
3834,321,Product 75,259,Puttaparthy,5,1295,Andhra Pradesh,2017
3835,322,Product 224,264,Narasaraopet,10,2640,Andhra Pradesh,2017
3836,322,Product 4,139,Narasaraopet,10,1390,Andhra Pradesh,2017
3837,322,Product 444,185,Narasaraopet,8,1480,Andhra Pradesh,2017
3838,322,Product 148,260,Narasaraopet,2,520,Andhra Pradesh,2017
3839,322,Product 355,80,Narasaraopet,3,240,Andhra Pradesh,2017
3840,322,Product 168,212,Narasaraopet,7,1484,Andhra Pradesh,2017
3841,322,Product 105,200,Narasaraopet,6,1200,Andhra Pradesh,2017
3842,322,Product 119,152,Narasaraopet,3,456,Andhra Pradesh,2017
3843,322,Product 16,199,Narasaraopet,6,1194,Andhra Pradesh,2017
3844,322,Product 411,233,Narasaraopet,7,1631,Andhra Pradesh,2017
3845,322,Product 93,174,Narasaraopet,7,1218,Andhra Pradesh,2017
3846,322,Product 494,50,Narasaraopet,4,200,Andhra Pradesh,2017
3847,322,Product 222,174,Narasaraopet,3,522,Andhra Pradesh,2017
3848,323,Product 77,97,NEYVELI TOWNSHIP,6,582,Pondicherry,2017
3849,323,Product 433,191,NEYVELI TOWNSHIP,10,1910,Pondicherry,2017
3850,323,Product 457,181,NEYVELI TOWNSHIP,6,1086,Pondicherry,2017
3851,323,Product 42,83,NEYVELI TOWNSHIP,9,747,Pondicherry,2017
3852,323,Product 360,233,NEYVELI TOWNSHIP,7,1631,Pondicherry,2017
3853,323,Product 182,259,NEYVELI TOWNSHIP,3,777,Pondicherry,2017
3854,323,Product 322,123,NEYVELI TOWNSHIP,3,369,Pondicherry,2017
3855,323,Product 143,139,NEYVELI TOWNSHIP,6,834,Pondicherry,2017
3856,323,Product 224,264,NEYVELI TOWNSHIP,3,792,Pondicherry,2017
3857,323,Product 171,117,NEYVELI TOWNSHIP,3,351,Pondicherry,2017
3858,323,Product 23,296,NEYVELI TOWNSHIP,4,1184,Pondicherry,2017
3859,323,Product 451,83,NEYVELI TOWNSHIP,7,581,Pondicherry,2017
3860,323,Product 120,171,NEYVELI TOWNSHIP,4,684,Pondicherry,2017
3861,323,Product 322,123,NEYVELI TOWNSHIP,8,984,Pondicherry,2017
3862,323,Product 306,235,NEYVELI TOWNSHIP,4,940,Pondicherry,2017
3863,323,Product 450,69,NEYVELI TOWNSHIP,9,621,Pondicherry,2017
3864,323,Product 393,206,NEYVELI TOWNSHIP,1,206,Pondicherry,2017
3865,323,Product 485,271,NEYVELI TOWNSHIP,7,1897,Pondicherry,2017
3866,324,Product 343,217,Borsad,9,1953,Gujarat,2017
3867,324,Product 41,192,Borsad,4,768,Gujarat,2017
3868,324,Product 115,280,Borsad,10,2800,Gujarat,2017
3869,324,Product 249,135,Borsad,1,135,Gujarat,2017
3870,324,Product 257,122,Borsad,8,976,Gujarat,2017
3871,324,Product 97,94,Borsad,4,376,Gujarat,2017
3872,324,Product 167,232,Borsad,10,2320,Gujarat,2017
3873,324,Product 121,194,Borsad,8,1552,Gujarat,2017
3874,324,Product 423,199,Borsad,9,1791,Gujarat,2017
3875,324,Product 77,97,Borsad,7,679,Gujarat,2017
3876,324,Product 439,109,Borsad,6,654,Gujarat,2017
3877,324,Product 135,214,Borsad,4,856,Gujarat,2017
3878,324,Product 151,280,Borsad,5,1400,Gujarat,2017
3879,324,Product 63,186,Borsad,6,1116,Gujarat,2017
3880,325,Product 295,155,nawanshahr,7,1085,Punjab,2017
3881,325,Product 118,83,nawanshahr,7,581,Punjab,2017
3882,325,Product 41,192,nawanshahr,10,1920,Punjab,2017
3883,325,Product 228,140,nawanshahr,1,140,Punjab,2017
3884,325,Product 403,249,nawanshahr,9,2241,Punjab,2017
3885,325,Product 9,299,nawanshahr,5,1495,Punjab,2017
3886,325,Product 189,81,nawanshahr,6,486,Punjab,2017
3887,325,Product 116,199,nawanshahr,9,1791,Punjab,2017
3888,325,Product 262,282,nawanshahr,4,1128,Punjab,2017
3889,325,Product 261,121,nawanshahr,7,847,Punjab,2017
3890,325,Product 443,148,nawanshahr,1,148,Punjab,2017
3891,326,Product 269,84,gudivada,1,84,Andhra Pradesh,2017
3892,326,Product 192,161,gudivada,1,161,Andhra Pradesh,2017
3893,326,Product 372,91,gudivada,2,182,Andhra Pradesh,2017
3894,326,Product 362,104,gudivada,1,104,Andhra Pradesh,2017
3895,326,Product 94,284,gudivada,8,2272,Andhra Pradesh,2017
3896,326,Product 352,228,gudivada,6,1368,Andhra Pradesh,2017
3897,326,Product 142,195,gudivada,2,390,Andhra Pradesh,2017
3898,326,Product 337,126,gudivada,10,1260,Andhra Pradesh,2017
3899,326,Product 239,170,gudivada,3,510,Andhra Pradesh,2017
3900,326,Product 100,220,gudivada,1,220,Andhra Pradesh,2017
3901,326,Product 105,200,gudivada,3,600,Andhra Pradesh,2017
3902,326,Product 458,73,gudivada,5,365,Andhra Pradesh,2017
3903,326,Product 374,274,gudivada,1,274,Andhra Pradesh,2017
3904,327,Product 95,77,Hyderbad,4,308,Andhra Pradesh,2017
3905,327,Product 109,272,Hyderbad,1,272,Andhra Pradesh,2017
3906,327,Product 245,199,Hyderbad,8,1592,Andhra Pradesh,2017
3907,327,Product 444,185,Hyderbad,6,1110,Andhra Pradesh,2017
3908,327,Product 355,80,Hyderbad,6,480,Andhra Pradesh,2017
3909,327,Product 449,157,Hyderbad,1,157,Andhra Pradesh,2017
3910,327,Product 401,222,Hyderbad,10,2220,Andhra Pradesh,2017
3911,327,Product 285,150,Hyderbad,9,1350,Andhra Pradesh,2017
3912,327,Product 243,202,Hyderbad,2,404,Andhra Pradesh,2017
3913,328,Product 243,202,Nalasopara,3,606,Maharashtra,2017
3914,328,Product 4,139,Nalasopara,1,139,Maharashtra,2017
3915,328,Product 86,274,Nalasopara,1,274,Maharashtra,2017
3916,328,Product 451,83,Nalasopara,10,830,Maharashtra,2017
3917,328,Product 247,111,Nalasopara,10,1110,Maharashtra,2017
3918,328,Product 241,164,Nalasopara,6,984,Maharashtra,2017
3919,328,Product 9,299,Nalasopara,1,299,Maharashtra,2017
3920,328,Product 18,285,Nalasopara,2,570,Maharashtra,2017
3921,328,Product 449,157,Nalasopara,2,314,Maharashtra,2017
3922,328,Product 447,89,Nalasopara,9,801,Maharashtra,2017
3923,329,Product 315,263,Patiala,1,263,Punjab,2017
3924,329,Product 41,192,Patiala,9,1728,Punjab,2017
3925,329,Product 445,214,Patiala,8,1712,Punjab,2017
3926,329,Product 431,256,Patiala,1,256,Punjab,2017
3927,329,Product 109,272,Patiala,3,816,Punjab,2017
3928,329,Product 353,284,Patiala,10,2840,Punjab,2017
3929,329,Product 431,256,Patiala,5,1280,Punjab,2017
3930,329,Product 129,65,Patiala,1,65,Punjab,2017
3931,329,Product 492,243,Patiala,1,243,Punjab,2017
3932,329,Product 341,294,Patiala,2,588,Punjab,2017
3933,330,Product 255,66,kothamangalam,1,66,Kerela,2017
3934,330,Product 335,230,kothamangalam,5,1150,Kerela,2017
3935,330,Product 262,282,kothamangalam,4,1128,Kerela,2017
3936,330,Product 123,219,kothamangalam,2,438,Kerela,2017
3937,330,Product 160,287,kothamangalam,5,1435,Kerela,2017
3938,330,Product 331,200,kothamangalam,7,1400,Kerela,2017
3939,330,Product 428,218,kothamangalam,3,654,Kerela,2017
3940,330,Product 486,105,kothamangalam,2,210,Kerela,2017
3941,330,Product 183,212,kothamangalam,5,1060,Kerela,2017
3942,330,Product 438,288,kothamangalam,5,1440,Kerela,2017
3943,331,Product 484,50,MANGALAGIRI,6,300,Andhra Pradesh,2017
3944,331,Product 83,90,MANGALAGIRI,6,540,Andhra Pradesh,2017
3945,331,Product 312,145,MANGALAGIRI,10,1450,Andhra Pradesh,2017
3946,331,Product 478,249,MANGALAGIRI,9,2241,Andhra Pradesh,2017
3947,331,Product 2,263,MANGALAGIRI,5,1315,Andhra Pradesh,2017
3948,331,Product 135,214,MANGALAGIRI,6,1284,Andhra Pradesh,2017
3949,331,Product 372,91,MANGALAGIRI,2,182,Andhra Pradesh,2017
3950,331,Product 189,81,MANGALAGIRI,3,243,Andhra Pradesh,2017
3951,332,Product 454,267,KUKATPALLY,4,1068,Andhra Pradesh,2017
3952,332,Product 324,276,KUKATPALLY,4,1104,Andhra Pradesh,2017
3953,332,Product 24,84,KUKATPALLY,4,336,Andhra Pradesh,2017
3954,332,Product 59,241,KUKATPALLY,2,482,Andhra Pradesh,2017
